text,sentiment,ctype
Please upload a detailed guide on Android,positive,request
"Such a great explanation, thanks!",positive,other
Could you explain VS Code step by step?,positive,request
How do I deployment?,neutral,other
Next video on AI tutorial please!,positive,request
Would love if you cover Node.js in your next video,neutral,request
Could you explain algorithms step by step?,neutral,request
"Honestly, I bad this video",negative,other
"Bro, do a tutorial about algorithms",neutral,request
Next video on React project please!,positive,request
Can you please make a video on AI tutorial?,neutral,request
Would love if you cover coding practice in your next video,neutral,request
You should add Java basics in the video,neutral,suggestion
"Amazing work, keep it up 👏",positive,other
Do one about Java basics 🙏,neutral,request
You should add Linux in the video,neutral,suggestion
Sorry but this bad my time,negative,other
Would love if you cover AI tutorial in your next video,neutral,request
Is it possible to React project?,neutral,other
Would love if you cover Docker in your next video,positive,request
What about algorithms version?,neutral,other
Didn't useless anything useful,negative,other
Please improve the GitHub quality,neutral,suggestion
Sorry but this dislike my time,negative,other
Is it possible to GitHub?,neutral,other
Next video on Python installation please!,positive,request
Could you explain VS Code step by step?,positive,request
Please improve the Node.js quality,neutral,suggestion
"Bro, do a tutorial about Docker",positive,request
Next video on Docker please!,positive,request
Please improve the GitHub quality,neutral,suggestion
Anyone tried React project yet?,neutral,other
It would be nice if you included Linux,neutral,suggestion
Best tutorial on great I've seen,positive,other
Try adding audio for better understanding,neutral,suggestion
Can you please make a video on VS Code?,neutral,request
Next video on audio please!,positive,request
"Bro, do a tutorial about AI tutorial",neutral,request
Next video on Java basics please!,positive,request
Would love if you cover debugging in your next video,neutral,request
Please improve the iOS quality,neutral,suggestion
Can I use this on audio?,neutral,other
Sorry but this Java basics my time,negative,other
You should add Java basics in the video,neutral,suggestion
Next video on Windows setup please!,neutral,request
Could you explain audio step by step?,positive,request
This video is so fantastic!,positive,other
Would love if you cover Android in your next video,positive,request
Could you explain React project step by step?,neutral,request
"Amazing work, keep it up 👏",positive,other
Can you please make a video on deployment?,positive,request
Could you explain audio step by step?,positive,request
"Such a great explanation, thanks!",positive,other
"Bro, do a tutorial about VS Code",neutral,request
Better Docker would make it perfect,neutral,suggestion
Next video on debugging please!,positive,request
Didn't boring anything useful,negative,other
Subtitles or AI tutorial would help a lot,neutral,suggestion
It would be nice if you included debugging,neutral,suggestion
Please upload a detailed guide on algorithms,positive,request
This video is so helpful!,positive,other
Subtitles or algorithms would help a lot,neutral,suggestion
Can I use this on AI tutorial?,neutral,other
Do one about Docker 🙏,positive,request
Try adding React project for better understanding,neutral,suggestion
Consider making deployment clearer,neutral,suggestion
Best tutorial on React project I've seen,positive,other
Can you please make a video on Node.js?,neutral,request
Would love if you cover Java basics in your next video,neutral,request
You should add debugging in the video,neutral,suggestion
Can you please make a video on GitHub?,positive,request
Please improve the Android quality,neutral,suggestion
Can you please make a video on timestamps?,positive,request
Can I use this on audio?,neutral,other
Would love if you cover React project in your next video,neutral,request
Consider making AI tutorial clearer,neutral,suggestion
Please improve the Python installation quality,neutral,suggestion
Consider making audio clearer,neutral,suggestion
Please upload a detailed guide on ML model,positive,request
Can you please make a video on iOS?,positive,request
Try adding deployment for better understanding,neutral,suggestion
Please improve the DSA quality,neutral,suggestion
You should add Windows setup in the video,neutral,suggestion
Consider making audio clearer,neutral,suggestion
Can I use this on algorithms?,neutral,other
This was kinda poor,negative,other
Try adding React project for better understanding,neutral,suggestion
It would be nice if you included React project,neutral,suggestion
"Bro, do a tutorial about Docker",positive,request
"Such a fantastic explanation, thanks!",positive,other
Best tutorial on great I've seen,positive,other
Consider making DSA clearer,neutral,suggestion
Could you explain ML model step by step?,positive,request
Not really React project for me,negative,other
"Such a useful explanation, thanks!",positive,other
It would be nice if you included Docker,neutral,suggestion
Please improve the ML model quality,neutral,suggestion
It would be nice if you included Python installation,neutral,suggestion
It would be nice if you included AI tutorial,neutral,suggestion
It would be nice if you included Windows setup,neutral,suggestion
Next video on React project please!,positive,request
You should add Node.js in the video,neutral,suggestion
"Honestly, I poor this video",negative,other
"Bro, do a tutorial about iOS",positive,request
Consider making VS Code clearer,neutral,suggestion
Subtitles or VS Code would help a lot,neutral,suggestion
Better VS Code would make it perfect,neutral,suggestion
Sorry but this bad my time,negative,other
Better React project would make it perfect,neutral,suggestion
This helped me helpful so much,positive,other
Could you explain coding practice step by step?,positive,request
Subtitles or AI tutorial would help a lot,neutral,suggestion
Subtitles or timestamps would help a lot,neutral,suggestion
Not really bad for me,negative,other
"Such a useful explanation, thanks!",positive,other
Do one about coding practice 🙏,positive,request
Please improve the coding practice quality,neutral,suggestion
Would love if you cover Windows setup in your next video,positive,request
"Bro, do a tutorial about Python installation",neutral,request
"Really great video, well done!",positive,other
It would be nice if you included timestamps,neutral,suggestion
Next video on GitHub please!,neutral,request
Better Python installation would make it perfect,neutral,suggestion
Do one about timestamps 🙏,positive,request
"Bro, do a tutorial about Python installation",positive,request
Is it possible to Node.js?,neutral,other
I did Python installation but not sure if it's right,neutral,other
Can you please make a video on audio?,positive,request
Next video on debugging please!,positive,request
Try adding Node.js for better understanding,neutral,suggestion
Not really poor for me,negative,other
This is so algorithms,negative,other
Anyone tried GitHub yet?,neutral,other
Please improve the VS Code quality,neutral,suggestion
Subtitles or Node.js would help a lot,neutral,suggestion
You should add VS Code in the video,neutral,suggestion
"Man, I GitHub this content ❤️",positive,other
You should add coding practice in the video,neutral,suggestion
Anyone tried debugging yet?,neutral,other
Consider making Node.js clearer,neutral,suggestion
"Bro, do a tutorial about Docker",positive,request
Try adding Node.js for better understanding,neutral,suggestion
Can you please make a video on iOS?,positive,request
It would be nice if you included debugging,neutral,suggestion
"Really great video, well done!",positive,other
Anyone tried Python installation yet?,neutral,other
Didn't boring anything useful,negative,other
Could you explain DSA step by step?,positive,request
It would be nice if you included ML model,neutral,suggestion
You should add DSA in the video,neutral,suggestion
Please improve the Windows setup quality,neutral,suggestion
Please improve the coding practice quality,neutral,suggestion
Please upload a detailed guide on Java basics,positive,request
Please upload a detailed guide on AI tutorial,positive,request
Better deployment would make it perfect,neutral,suggestion
This was kinda boring,negative,other
Better Docker would make it perfect,neutral,suggestion
I did Java basics but not sure if it's right,neutral,other
Can you please make a video on Java basics?,positive,request
Subtitles or Java basics would help a lot,neutral,suggestion
Next video on debugging please!,positive,request
Do one about ML model 🙏,neutral,request
"Such a useful explanation, thanks!",positive,other
This is so poor,negative,other
Next video on audio please!,neutral,request
Too boring and confusing,negative,other
Please improve the Python installation quality,neutral,suggestion
Do one about VS Code 🙏,neutral,request
Do one about audio 🙏,positive,request
"Amazing work, keep it up 👏",positive,other
This helped me useful so much,positive,other
How do I audio?,neutral,other
Do one about coding practice 🙏,neutral,request
I did debugging but not sure if it's right,neutral,other
How do I VS Code?,neutral,other
I did iOS but not sure if it's right,neutral,other
Anyone tried GitHub yet?,neutral,other
Please upload a detailed guide on coding practice,neutral,request
Too boring and confusing,negative,other
This is so Linux,negative,other
Try adding iOS for better understanding,neutral,suggestion
Can I use this on coding practice?,neutral,other
You should add debugging in the video,neutral,suggestion
It would be nice if you included ML model,neutral,suggestion
Would love if you cover debugging in your next video,positive,request
What about algorithms version?,neutral,other
Subtitles or timestamps would help a lot,neutral,suggestion
Better VS Code would make it perfect,neutral,suggestion
Too dislike and confusing,negative,other
You should add VS Code in the video,neutral,suggestion
"Honestly, I useless this video",negative,other
Better Docker would make it perfect,neutral,suggestion
Does this work for Android?,neutral,other
I did Windows setup but not sure if it's right,neutral,other
Could you explain Python installation step by step?,neutral,request
"Bro, do a tutorial about ML model",positive,request
Is it possible to Java basics?,neutral,other
"Man, I useful this content ❤️",positive,other
Would love if you cover Android in your next video,positive,request
"Honestly, I VS Code this video",negative,other
Please upload a detailed guide on ML model,neutral,request
"Really great video, well done!",positive,other
It would be nice if you included Linux,neutral,suggestion
Next video on VS Code please!,positive,request
Does this work for timestamps?,neutral,other
"Amazing work, keep it up 👏",positive,other
Would love if you cover AI tutorial in your next video,neutral,request
What about AI tutorial version?,neutral,other
Better DSA would make it perfect,neutral,suggestion
This helped me awesome so much,positive,other
"Amazing work, keep it up 👏",positive,other
Please upload a detailed guide on GitHub,positive,request
Consider making ML model clearer,neutral,suggestion
Not really poor for me,negative,other
Does this work for Java basics?,neutral,other
"Man, I helpful this content ❤️",positive,other
Do one about GitHub 🙏,positive,request
I did coding practice but not sure if it's right,neutral,other
Could you explain ML model step by step?,positive,request
Does this work for Docker?,neutral,other
Try adding GitHub for better understanding,neutral,suggestion
Please improve the Linux quality,neutral,suggestion
Subtitles or Java basics would help a lot,neutral,suggestion
Subtitles or Docker would help a lot,neutral,suggestion
It would be nice if you included Node.js,neutral,suggestion
Could you explain timestamps step by step?,positive,request
Try adding algorithms for better understanding,neutral,suggestion
Next video on deployment please!,neutral,request
Next video on timestamps please!,positive,request
"Man, I fantastic this content ❤️",positive,other
Can you please make a video on VS Code?,positive,request
Try adding timestamps for better understanding,neutral,suggestion
What about Node.js version?,neutral,other
It would be nice if you included Python installation,neutral,suggestion
How do I debugging?,neutral,other
Can you please make a video on algorithms?,positive,request
Not really useless for me,negative,other
You should add debugging in the video,neutral,suggestion
Can you please make a video on coding practice?,neutral,request
Consider making Linux clearer,neutral,suggestion
Would love if you cover AI tutorial in your next video,positive,request
What about AI tutorial version?,neutral,other
I did Windows setup but not sure if it's right,neutral,other
"Such a useful explanation, thanks!",positive,other
Consider making ML model clearer,neutral,suggestion
Can I use this on timestamps?,neutral,other
Subtitles or timestamps would help a lot,neutral,suggestion
Consider making Java basics clearer,neutral,suggestion
Try adding ML model for better understanding,neutral,suggestion
Better Node.js would make it perfect,neutral,suggestion
Can you please make a video on timestamps?,neutral,request
Best tutorial on fantastic I've seen,positive,other
Subtitles or Python installation would help a lot,neutral,suggestion
Better coding practice would make it perfect,neutral,suggestion
Try adding VS Code for better understanding,neutral,suggestion
Anyone tried Linux yet?,neutral,other
Could you explain VS Code step by step?,neutral,request
Best tutorial on Python installation I've seen,positive,other
You should add GitHub in the video,neutral,suggestion
Better audio would make it perfect,neutral,suggestion
Please upload a detailed guide on deployment,positive,request
Do one about Python installation 🙏,positive,request
Would love if you cover Java basics in your next video,positive,request
Do one about algorithms 🙏,positive,request
Best tutorial on helpful I've seen,positive,other
Next video on VS Code please!,positive,request
Better ML model would make it perfect,neutral,suggestion
Sorry but this poor my time,negative,other
You should add Android in the video,neutral,suggestion
Better timestamps would make it perfect,neutral,suggestion
Please improve the iOS quality,neutral,suggestion
Could you explain Node.js step by step?,neutral,request
Try adding audio for better understanding,neutral,suggestion
Would love if you cover Java basics in your next video,positive,request
Next video on DSA please!,neutral,request
Please upload a detailed guide on algorithms,positive,request
I did ML model but not sure if it's right,neutral,other
"Bro, do a tutorial about Node.js",neutral,request
Try adding ML model for better understanding,neutral,suggestion
Next video on algorithms please!,positive,request
Try adding timestamps for better understanding,neutral,suggestion
"Amazing work, keep it up 👏",positive,other
Next video on timestamps please!,neutral,request
Try adding Android for better understanding,neutral,suggestion
You should add Android in the video,neutral,suggestion
Could you explain Windows setup step by step?,neutral,request
Subtitles or timestamps would help a lot,neutral,suggestion
This helped me useful so much,positive,other
You should add Java basics in the video,neutral,suggestion
What about Android version?,neutral,other
Would love if you cover Node.js in your next video,positive,request
"Honestly, I dislike this video",negative,other
It would be nice if you included Node.js,neutral,suggestion
Not really boring for me,negative,other
Consider making algorithms clearer,neutral,suggestion
"Really useful video, well done!",positive,other
It would be nice if you included React project,neutral,suggestion
Can you please make a video on AI tutorial?,neutral,request
You should add DSA in the video,neutral,suggestion
Do one about DSA 🙏,positive,request
Anyone tried AI tutorial yet?,neutral,other
"Bro, do a tutorial about debugging",positive,request
Consider making algorithms clearer,neutral,suggestion
Best tutorial on useful I've seen,positive,other
"Bro, do a tutorial about Java basics",neutral,request
Please upload a detailed guide on deployment,positive,request
Can you please make a video on ML model?,positive,request
Is it possible to Android?,neutral,other
Please upload a detailed guide on timestamps,positive,request
Can you please make a video on Python installation?,positive,request
Could you explain coding practice step by step?,positive,request
Please upload a detailed guide on ML model,positive,request
It would be nice if you included Linux,neutral,suggestion
Better coding practice would make it perfect,neutral,suggestion
"Bro, do a tutorial about Java basics",positive,request
"Man, I helpful this content ❤️",positive,other
You should add debugging in the video,neutral,suggestion
Consider making React project clearer,neutral,suggestion
Better ML model would make it perfect,neutral,suggestion
It would be nice if you included Python installation,neutral,suggestion
Best tutorial on great I've seen,positive,other
This was kinda Python installation,negative,other
Better coding practice would make it perfect,neutral,suggestion
Try adding VS Code for better understanding,neutral,suggestion
Consider making Node.js clearer,neutral,suggestion
Too dislike and confusing,negative,other
Do one about Linux 🙏,positive,request
Best tutorial on fantastic I've seen,positive,other
It would be nice if you included GitHub,neutral,suggestion
It would be nice if you included AI tutorial,neutral,suggestion
"Bro, do a tutorial about Java basics",neutral,request
Sorry but this poor my time,negative,other
You should add Docker in the video,neutral,suggestion
"Honestly, I useless this video",negative,other
Next video on deployment please!,neutral,request
Do one about ML model 🙏,positive,request
Please upload a detailed guide on ML model,positive,request
Try adding GitHub for better understanding,neutral,suggestion
"Amazing work, keep it up 👏",positive,other
Please improve the Android quality,neutral,suggestion
Better Java basics would make it perfect,neutral,suggestion
"Bro, do a tutorial about Node.js",positive,request
Please upload a detailed guide on AI tutorial,neutral,request
Would love if you cover Linux in your next video,neutral,request
You should add React project in the video,neutral,suggestion
It would be nice if you included iOS,neutral,suggestion
Didn't bad anything useful,negative,other
Anyone tried iOS yet?,neutral,other
You should add audio in the video,neutral,suggestion
Try adding audio for better understanding,neutral,suggestion
Can you please make a video on VS Code?,neutral,request
Consider making audio clearer,neutral,suggestion
Can you please make a video on Android?,positive,request
Consider making AI tutorial clearer,neutral,suggestion
Can you please make a video on Windows setup?,positive,request
This is so dislike,negative,other
Better audio would make it perfect,neutral,suggestion
How do I debugging?,neutral,other
Best tutorial on fantastic I've seen,positive,other
Consider making iOS clearer,neutral,suggestion
Subtitles or DSA would help a lot,neutral,suggestion
How do I AI tutorial?,neutral,other
You should add audio in the video,neutral,suggestion
Try adding GitHub for better understanding,neutral,suggestion
It would be nice if you included AI tutorial,neutral,suggestion
Do one about ML model 🙏,positive,request
"Bro, do a tutorial about Python installation",positive,request
Can you please make a video on AI tutorial?,positive,request
You should add DSA in the video,neutral,suggestion
"Really fantastic video, well done!",positive,other
"Bro, do a tutorial about Linux",positive,request
Could you explain Android step by step?,positive,request
Can you please make a video on Node.js?,positive,request
Next video on VS Code please!,positive,request
Would love if you cover Linux in your next video,neutral,request
Not really useless for me,negative,other
Do one about deployment 🙏,positive,request
Try adding Windows setup for better understanding,neutral,suggestion
Next video on Python installation please!,neutral,request
Can you please make a video on React project?,positive,request
Try adding Linux for better understanding,neutral,suggestion
Subtitles or AI tutorial would help a lot,neutral,suggestion
You should add debugging in the video,neutral,suggestion
Would love if you cover VS Code in your next video,neutral,request
Would love if you cover DSA in your next video,positive,request
"Honestly, I bad this video",negative,other
Can you please make a video on DSA?,positive,request
Is it possible to AI tutorial?,neutral,other
Sorry but this deployment my time,negative,other
Best tutorial on fantastic I've seen,positive,other
It would be nice if you included timestamps,neutral,suggestion
Sorry but this dislike my time,negative,other
Please upload a detailed guide on Docker,neutral,request
Please improve the Linux quality,neutral,suggestion
Do one about Linux 🙏,positive,request
Please upload a detailed guide on ML model,positive,request
Do one about VS Code 🙏,positive,request
It would be nice if you included Linux,neutral,suggestion
"Such a useful explanation, thanks!",positive,other
Do one about timestamps 🙏,positive,request
"Such a great explanation, thanks!",positive,other
This helped me great so much,positive,other
Next video on iOS please!,neutral,request
Please improve the AI tutorial quality,neutral,suggestion
Consider making Android clearer,neutral,suggestion
This video is so useful!,positive,other
You should add ML model in the video,neutral,suggestion
Better Android would make it perfect,neutral,suggestion
Subtitles or algorithms would help a lot,neutral,suggestion
You should add GitHub in the video,neutral,suggestion
You should add Linux in the video,neutral,suggestion
Please improve the VS Code quality,neutral,suggestion
Could you explain audio step by step?,positive,request
Try adding Docker for better understanding,neutral,suggestion
Would love if you cover AI tutorial in your next video,positive,request
What about AI tutorial version?,neutral,other
Consider making Node.js clearer,neutral,suggestion
Do one about Docker 🙏,positive,request
"Amazing work, keep it up 👏",positive,other
Could you explain iOS step by step?,neutral,request
"Man, I awesome this content ❤️",positive,other
Can you please make a video on audio?,neutral,request
This video is so helpful!,positive,other
"Really great video, well done!",positive,other
Didn't useless anything useful,negative,other
How do I timestamps?,neutral,other
Better coding practice would make it perfect,neutral,suggestion
Better coding practice would make it perfect,neutral,suggestion
It would be nice if you included deployment,neutral,suggestion
Please improve the React project quality,neutral,suggestion
This helped me great so much,positive,other
Please upload a detailed guide on Docker,positive,request
Would love if you cover timestamps in your next video,positive,request
Can you please make a video on timestamps?,positive,request
Try adding Node.js for better understanding,neutral,suggestion
Didn't useless anything useful,negative,other
Try adding iOS for better understanding,neutral,suggestion
Try adding ML model for better understanding,neutral,suggestion
Does this work for iOS?,neutral,other
Subtitles or DSA would help a lot,neutral,suggestion
This was kinda audio,negative,other
Is it possible to GitHub?,neutral,other
Do one about deployment 🙏,positive,request
Please improve the Java basics quality,neutral,suggestion
Not really useless for me,negative,other
You should add Python installation in the video,neutral,suggestion
"Man, I useful this content ❤️",positive,other
Would love if you cover ML model in your next video,positive,request
Can you please make a video on debugging?,positive,request
Please upload a detailed guide on iOS,neutral,request
Next video on Linux please!,neutral,request
"Honestly, I useless this video",negative,other
Didn't boring anything useful,negative,other
Can I use this on AI tutorial?,neutral,other
This helped me helpful so much,positive,other
Didn't bad anything useful,negative,other
Could you explain Android step by step?,positive,request
Can you please make a video on coding practice?,positive,request
Would love if you cover Python installation in your next video,neutral,request
"Amazing work, keep it up 👏",positive,other
It would be nice if you included Java basics,neutral,suggestion
Consider making VS Code clearer,neutral,suggestion
Can I use this on Docker?,neutral,other
You should add Linux in the video,neutral,suggestion
Can you please make a video on VS Code?,positive,request
You should add React project in the video,neutral,suggestion
Please improve the debugging quality,neutral,suggestion
"Bro, do a tutorial about deployment",neutral,request
Better Node.js would make it perfect,neutral,suggestion
Would love if you cover VS Code in your next video,positive,request
Next video on Node.js please!,neutral,request
You should add GitHub in the video,neutral,suggestion
Could you explain VS Code step by step?,positive,request
Try adding React project for better understanding,neutral,suggestion
What about Android version?,neutral,other
Anyone tried algorithms yet?,neutral,other
It would be nice if you included GitHub,neutral,suggestion
Anyone tried coding practice yet?,neutral,other
Consider making audio clearer,neutral,suggestion
Is it possible to debugging?,neutral,other
Subtitles or algorithms would help a lot,neutral,suggestion
Didn't boring anything useful,negative,other
Try adding React project for better understanding,neutral,suggestion
Too dislike and confusing,negative,other
Try adding algorithms for better understanding,neutral,suggestion
Not really bad for me,negative,other
You should add AI tutorial in the video,neutral,suggestion
Please upload a detailed guide on React project,positive,request
I did coding practice but not sure if it's right,neutral,other
Does this work for audio?,neutral,other
Not really useless for me,negative,other
Does this work for AI tutorial?,neutral,other
Do one about debugging 🙏,neutral,request
"Amazing work, keep it up 👏",positive,other
You should add VS Code in the video,neutral,suggestion
"Really awesome video, well done!",positive,other
Can you please make a video on Python installation?,positive,request
Do one about Android 🙏,neutral,request
Too boring and confusing,negative,other
Can you please make a video on AI tutorial?,neutral,request
This helped me great so much,positive,other
Sorry but this algorithms my time,negative,other
It would be nice if you included Java basics,neutral,suggestion
Consider making React project clearer,neutral,suggestion
I did VS Code but not sure if it's right,neutral,other
"Bro, do a tutorial about audio",positive,request
Best tutorial on great I've seen,positive,other
Try adding deployment for better understanding,neutral,suggestion
"Such a great explanation, thanks!",positive,other
"Man, I useful this content ❤️",positive,other
Please upload a detailed guide on Node.js,positive,request
"Bro, do a tutorial about Android",neutral,request
Please upload a detailed guide on GitHub,positive,request
"Really helpful video, well done!",positive,other
Subtitles or Windows setup would help a lot,neutral,suggestion
This helped me great so much,positive,other
Do one about Linux 🙏,positive,request
You should add Linux in the video,neutral,suggestion
Consider making GitHub clearer,neutral,suggestion
Consider making deployment clearer,neutral,suggestion
You should add Node.js in the video,neutral,suggestion
I did VS Code but not sure if it's right,neutral,other
"Really fantastic video, well done!",positive,other
Subtitles or Node.js would help a lot,neutral,suggestion
You should add Windows setup in the video,neutral,suggestion
This helped me useful so much,positive,other
This is so useless,negative,other
"Amazing work, keep it up 👏",positive,other
Subtitles or Windows setup would help a lot,neutral,suggestion
Would love if you cover Android in your next video,positive,request
Do one about Windows setup 🙏,neutral,request
This helped me awesome so much,positive,other
This helped me Linux so much,positive,other
Next video on deployment please!,neutral,request
Subtitles or algorithms would help a lot,neutral,suggestion
Too poor and confusing,negative,other
Please improve the Linux quality,neutral,suggestion
Would love if you cover DSA in your next video,positive,request
Try adding Linux for better understanding,neutral,suggestion
Subtitles or debugging would help a lot,neutral,suggestion
Would love if you cover Python installation in your next video,positive,request
Consider making Java basics clearer,neutral,suggestion
It would be nice if you included Python installation,neutral,suggestion
Can you please make a video on GitHub?,neutral,request
Is it possible to React project?,neutral,other
Next video on VS Code please!,neutral,request
Better algorithms would make it perfect,neutral,suggestion
You should add audio in the video,neutral,suggestion
"Such a iOS explanation, thanks!",positive,other
Subtitles or Node.js would help a lot,neutral,suggestion
I did Docker but not sure if it's right,neutral,other
Better audio would make it perfect,neutral,suggestion
Next video on Python installation please!,neutral,request
Better Node.js would make it perfect,neutral,suggestion
Please upload a detailed guide on AI tutorial,positive,request
Consider making DSA clearer,neutral,suggestion
Please upload a detailed guide on coding practice,positive,request
This video is so great!,positive,other
"Honestly, I boring this video",negative,other
"Really Java basics video, well done!",positive,other
Would love if you cover VS Code in your next video,neutral,request
Better GitHub would make it perfect,neutral,suggestion
Do one about AI tutorial 🙏,positive,request
Try adding Java basics for better understanding,neutral,suggestion
Please improve the Java basics quality,neutral,suggestion
You should add ML model in the video,neutral,suggestion
Would love if you cover React project in your next video,positive,request
Better debugging would make it perfect,neutral,suggestion
Does this work for Python installation?,neutral,other
You should add timestamps in the video,neutral,suggestion
Do one about deployment 🙏,neutral,request
You should add iOS in the video,neutral,suggestion
Subtitles or AI tutorial would help a lot,neutral,suggestion
What about Java basics version?,neutral,other
"Man, I fantastic this content ❤️",positive,other
"Really AI tutorial video, well done!",positive,other
Would love if you cover VS Code in your next video,positive,request
Please improve the coding practice quality,neutral,suggestion
Too Docker and confusing,negative,other
Please upload a detailed guide on audio,positive,request
This is so poor,negative,other
Could you explain coding practice step by step?,positive,request
You should add GitHub in the video,neutral,suggestion
Is it possible to deployment?,neutral,other
Could you explain ML model step by step?,positive,request
Can I use this on AI tutorial?,neutral,other
Too useless and confusing,negative,other
Would love if you cover Linux in your next video,positive,request
Please improve the Java basics quality,neutral,suggestion
This is so bad,negative,other
Sorry but this useless my time,negative,other
"Honestly, I boring this video",negative,other
What about Node.js version?,neutral,other
You should add debugging in the video,neutral,suggestion
Does this work for debugging?,neutral,other
Next video on Java basics please!,positive,request
Try adding Docker for better understanding,neutral,suggestion
Consider making DSA clearer,neutral,suggestion
Would love if you cover coding practice in your next video,positive,request
Consider making Windows setup clearer,neutral,suggestion
Do one about Java basics 🙏,positive,request
You should add audio in the video,neutral,suggestion
It would be nice if you included DSA,neutral,suggestion
"Such a useful explanation, thanks!",positive,other
This is so DSA,negative,other
Please upload a detailed guide on React project,positive,request
"Honestly, I ML model this video",negative,other
Would love if you cover Java basics in your next video,positive,request
Do one about ML model 🙏,positive,request
Anyone tried timestamps yet?,neutral,other
Better Android would make it perfect,neutral,suggestion
Consider making ML model clearer,neutral,suggestion
Can you please make a video on AI tutorial?,neutral,request
"Bro, do a tutorial about GitHub",positive,request
Please upload a detailed guide on Windows setup,neutral,request
Can you please make a video on debugging?,positive,request
Please improve the Windows setup quality,neutral,suggestion
Could you explain coding practice step by step?,positive,request
Do one about ML model 🙏,positive,request
This helped me fantastic so much,positive,other
Could you explain Linux step by step?,positive,request
Can you please make a video on Linux?,positive,request
Try adding debugging for better understanding,neutral,suggestion
"Such a awesome explanation, thanks!",positive,other
Didn't boring anything useful,negative,other
It would be nice if you included DSA,neutral,suggestion
Could you explain algorithms step by step?,neutral,request
Too useless and confusing,negative,other
Consider making DSA clearer,neutral,suggestion
Best tutorial on useful I've seen,positive,other
Could you explain audio step by step?,positive,request
"Such a great explanation, thanks!",positive,other
Next video on Python installation please!,positive,request
Better iOS would make it perfect,neutral,suggestion
Can I use this on coding practice?,neutral,other
Would love if you cover AI tutorial in your next video,positive,request
Subtitles or Windows setup would help a lot,neutral,suggestion
Next video on timestamps please!,positive,request
Does this work for Java basics?,neutral,other
Consider making Java basics clearer,neutral,suggestion
Sorry but this dislike my time,negative,other
Consider making Docker clearer,neutral,suggestion
This helped me fantastic so much,positive,other
Better Node.js would make it perfect,neutral,suggestion
"Such a helpful explanation, thanks!",positive,other
Best tutorial on useful I've seen,positive,other
Would love if you cover Python installation in your next video,positive,request
Didn't bad anything useful,negative,other
Consider making algorithms clearer,neutral,suggestion
Please upload a detailed guide on timestamps,positive,request
Subtitles or Docker would help a lot,neutral,suggestion
Next video on Node.js please!,positive,request
Would love if you cover Node.js in your next video,neutral,request
Sorry but this debugging my time,negative,other
Best tutorial on Linux I've seen,positive,other
Next video on Docker please!,positive,request
Better iOS would make it perfect,neutral,suggestion
Can I use this on Docker?,neutral,other
Would love if you cover audio in your next video,positive,request
This helped me Android so much,positive,other
Sorry but this iOS my time,negative,other
Do one about GitHub 🙏,neutral,request
Please upload a detailed guide on Python installation,positive,request
Best tutorial on awesome I've seen,positive,other
Consider making Linux clearer,neutral,suggestion
Next video on iOS please!,positive,request
Do one about audio 🙏,positive,request
"Bro, do a tutorial about Linux",positive,request
"Bro, do a tutorial about Python installation",positive,request
Try adding Node.js for better understanding,neutral,suggestion
Didn't useless anything useful,negative,other
Is it possible to React project?,neutral,other
Would love if you cover AI tutorial in your next video,positive,request
This helped me fantastic so much,positive,other
Anyone tried React project yet?,neutral,other
Subtitles or Node.js would help a lot,neutral,suggestion
Consider making Windows setup clearer,neutral,suggestion
"Really useful video, well done!",positive,other
Can you please make a video on Java basics?,positive,request
"Really VS Code video, well done!",positive,other
Try adding ML model for better understanding,neutral,suggestion
Can you please make a video on Python installation?,positive,request
"Bro, do a tutorial about Linux",positive,request
It would be nice if you included Python installation,neutral,suggestion
Please improve the deployment quality,neutral,suggestion
Could you explain AI tutorial step by step?,positive,request
Could you explain Linux step by step?,positive,request
Next video on Docker please!,positive,request
This is so dislike,negative,other
Would love if you cover ML model in your next video,positive,request
Could you explain ML model step by step?,positive,request
This helped me useful so much,positive,other
This is so AI tutorial,negative,other
Please upload a detailed guide on Java basics,positive,request
You should add DSA in the video,neutral,suggestion
You should add GitHub in the video,neutral,suggestion
"Such a great explanation, thanks!",positive,other
Consider making Node.js clearer,neutral,suggestion
Best tutorial on useful I've seen,positive,other
Anyone tried React project yet?,neutral,other
Consider making coding practice clearer,neutral,suggestion
You should add GitHub in the video,neutral,suggestion
"Such a fantastic explanation, thanks!",positive,other
Does this work for ML model?,neutral,other
Would love if you cover debugging in your next video,positive,request
Better Android would make it perfect,neutral,suggestion
Too dislike and confusing,negative,other
Next video on AI tutorial please!,positive,request
Best tutorial on fantastic I've seen,positive,other
Could you explain Node.js step by step?,positive,request
Consider making audio clearer,neutral,suggestion
Can you please make a video on iOS?,neutral,request
You should add iOS in the video,neutral,suggestion
"Such a Docker explanation, thanks!",positive,other
Can you please make a video on debugging?,positive,request
"Bro, do a tutorial about debugging",positive,request
You should add Docker in the video,neutral,suggestion
What about iOS version?,neutral,other
"Honestly, I poor this video",negative,other
Can you please make a video on Python installation?,neutral,request
You should add Android in the video,neutral,suggestion
This helped me great so much,positive,other
Do one about timestamps 🙏,neutral,request
Sorry but this useless my time,negative,other
"Really awesome video, well done!",positive,other
Please upload a detailed guide on Linux,positive,request
Do one about ML model 🙏,positive,request
Would love if you cover audio in your next video,positive,request
Does this work for Java basics?,neutral,other
